uma,中項目,小項目(辞書版出来ました),"追加したい項目は追加希望シートに記載ください,調べたい物は,検索シートが便利です",,大項目,34,中項目,
動作,動作,あぐら,indian style,",",,,,
動作,動作,おしっこ,pee,",",,,,
動作,動作,キスの瞬間,incoming kiss,",",,,,
動作,動作,ジャックオーチャレンジ,top down bottom up,",",,,,
動作,動作,ジャンプ,jumping,",",,,,
動作,動作,スカート持ち上げ,skirt lift,",",,,,
動作,動作,つかむ,grabbing,",",,,,
動作,動作,トレイを保持します,hold a tray,",",,,,
動作,動作,ハグ,hug,",",,,,
動作,動作,もたれかかる,leaning back,",",,,,
動作,動作,椅子の上,on chair,",",,,,
動作,動作,横たわる,lying,",",,,,
動作,動作,何かを持つ,holding,",",,,,
動作,動作,歌っている,singing,",",,,,
動作,動作,逆立ち,handstand,",",,,,
動作,動作,叫ぶ,shouting,",",,,,
動作,動作,"結いている,髪をいじっている",tying hair,",",,,,
動作,動作,座っている,sitting,",",,,,
動作,動作,蹴る,kicking,",",,,,
動作,動作,食べてる,eating,",",,,,
動作,動作,寝る,sleepy,",",,,,
動作,動作,走る,running,",",,,,
動作,動作,足を水に浸す,soaking feet,",",,,,
動作,動作,脱衣,undressing,",",,,,
動作,動作,髪をいじっている,adjusting hair,",",,,,
動作,動作,髪をかきあげる？,hand on own face,",",,,,
動作,動作,髪を結んでいる,tied hair,",",,,,
動作,動作,歩く,walking motion,",",,,,
動作,動作,帽子を触る,adjusting headwear,",",,,,
動作,動作,枕を抱く,pillow hug,",",,,,
動作,動作,踊っている,dancing,",",,,,
動作,動作,落下,falling,",",,,,
動作,動作,腕を前に出す,thrust arm forward,",",,,,
動作,目線,カメラ目線,looking at viewer,",",,,,
動作,腕の動作,（胸の前で）両手を握る,own hands together,",",,,,
動作,腕の動作,いいね,thumbs up,",",,,,
動作,腕の動作,ダブルピース,"double peace,peace sign on both hands",",",,,,
動作,腕の動作,ちょっと手を挙げる,hand up,",",,,,
動作,腕の動作,パンチ,punching,",",,,,
動作,腕の動作,ピース,peace sign,",",,,,
動作,腕の動作,握りこぶし,clenched hand,",",,,,
動作,腕の動作,外側に手を広げる,outstretched hand,",",,,,
動作,腕の動作,脚を掴んでいる,leg hold,",",,,,
動作,腕の動作,後ろ手に組む,arms behind back,",",,,,
動作,腕の動作,手をつく,arm support,",",,,,
動作,腕の動作,手をつなぐ,holding hands,",",,,,
動作,腕の動作,手を伸ばす,reaching,",",,,,
動作,腕の動作,手を振る,waving,",",,,,
動作,腕の動作,"頭の後ろに腕を持ってく,すごく脇が見える",arms behind head,",",,,,
動作,腕の動作,布を引っ張る,clothes pull,",",,,,
動作,腕の動作,両手をちょっと上げる,hands up,",",,,,
動作,腕の動作,両手を広げる,outstretched arms,",",,,,
動作,腕の動作,"両腕を上げる,両脇が見える",arms up,,,,,
動作,腕の動作,脇を見せる,armpits,",",,,,
動作,腕の動作,腕を広げる,open arms,",",,,,
動作,腕の動作,腕を広げる2,spread arms,",",,,,
動作,腕の動作,"腕を上げる,脇が見える",arm up,",",,,,
動作,腕の動作,腕組み,crossed arms,",",,,,
背景,オブジェクト,オーナメント,ornament,",",,,,
背景,オブジェクト,おしっこの水たまり,pee puddle,",",,,,
背景,景色,"地平線,水平線",horizon,",",,,,
背景,景色,入道雲,cumulonimbus capillatus,",",,,,
背景,時間帯,朝,morning,",",,,,
背景,乗り物,バイク,motorcycle,",",,,,
背景,乗り物,自転車,bicycles,",",,,,
背景,場所,ウエスタンスタイルの部屋,western style room,",",,,,
背景,場所,きちんとした教室,tidy classroom,",",,,,
背景,場所,サイバーパンクな町,cyberpunk city,",",,,,
背景,場所,サボテンで砂漠,desert with cactus,",",,,,
背景,場所,スケルトン教会,skeleton church,",",,,,
背景,場所,スノーマウンテン,snow mountain,",",,,,
背景,場所,デスガーデン,death garden,",",,,,
背景,場所,バスタブ,bathtub,",",,,,
背景,場所,プール,swimming pool,",",,,,
背景,場所,プールサイド,pool side,",",,,,
背景,場所,ベッドの上,on bed,",",,,,
背景,場所,ベッドルーム,bedroom,",",,,,
背景,場所,宇宙オペラ,space opera,",",,,,
背景,場所,宇宙ポート,space port,",",,,,
背景,場所,映画館,cinema,",",,,,
背景,場所,遠くの山と湖,mountains lakes in the distance,",",,,,
背景,場所,屋外,outdoors,",",,,,
背景,場所,屋敷,residence,",",,,,
背景,場所,温泉,onsen,",",,,,
背景,場所,家,house,",",,,,
背景,場所,河川,rivers,",",,,,
背景,場所,火山,volcano,",",,,,
背景,場所,花の海,sea of flowers,",",,,,
背景,場所,花畑,flower field,",",,,,
背景,場所,海,beach,",",,,,
背景,場所,海の波,ocean waves,",",,,,
背景,場所,海岸,coast,",",,,,
背景,場所,崖,cliff,",",,,,
背景,場所,街,street,",",,,,
背景,場所,学校,school,",",,,,
背景,場所,教会,church,",",,,,
背景,場所,教室,classrooms,",",,,,
背景,場所,近未来都市,near future city,",",,,,
背景,場所,山,mountains,",",,,,
背景,場所,山の小川の湖,lake in mountain stream,",",,,,
背景,場所,森林,forest,",",,,,
背景,場所,水中,underwater,",",,,,
背景,場所,戦場で,on the battlefield,",",,,,
背景,場所,戦争の都市の遺跡,ruins of city in war,",",,,,
背景,場所,繊細な遺跡,ruins of details,",",,,,
背景,場所,地球上の地獄,hell on earth,",",,,,
背景,場所,病院,hospital,",",,,,
背景,場所,霧に囲まれた山,mist encircles the mountains,",",,,,
背景,場所,木々のある雪の森,snow forest with trees,",",,,,
背景,場所2,アトランティス,atlantis,",",,,,
背景,場所2,ジャングル,jungle,",",,,,
背景,場所2,ライブハウス,live music club,",",,,,
背景,場所2,暗い部屋,dark room,",",,,,
背景,場所2,屋内,indoors,",",,,,
背景,場所2,街並み,cityscape,",",,,,
背景,場所2,京都,kyoto,",",,,,
背景,場所2,空,sky,",",,,,
背景,場所2,公園,public park,",",,,,
背景,場所2,工場,factory,",",,,,
背景,場所2,荒野,desert,",",,,,
背景,場所2,桜,cherry blossoms,",",,,,
背景,場所2,桜の下,under cherry blossoms,",",,,,
背景,場所2,桜の木,cherry trees,",",,,,
背景,場所2,山頂,summit (e.g. mountain),",",,,,
背景,場所2,小学校,primary school,",",,,,
背景,場所2,小学校２,elementary school,",",,,,
背景,場所2,城,castle,",",,,,
背景,場所2,森,shrine grove,",",,,,
背景,場所2,水族館,aquarium,",",,,,
背景,場所2,水中,underwater,",",,,,
背景,場所2,星空,starry sky,",",,,,
背景,場所2,雪原,snow field,",",,,,
背景,場所2,戦場,battlefield,",",,,,
背景,場所2,電車内(人とセット),inside a train,",",,,,
背景,場所2,電車内(背景用),train interior,",",,,,
背景,場所2,日没,sunset,",",,,,
背景,場所2,廃墟,ruins,",",,,,
背景,場所2,風呂場,collarbone,",",,,,
背景,場所2,墓地,graveyard,",",,,,
背景,場所2,本屋,bookstore,",",,,,
背景,場所2,遊園地,amusement park,",",,,,
背景,天気,雨の日,rainy days,",",,,,
背景,背景,雲,cloud,",",,,,
背景,背景,降雪,snowfall,",",,,,
背景,背景,畳,tatami,",",,,,
背景,背景,白背景,white background,",",,,,
背景,背景,流星群,meteor shower,",",,,,
表情,その他,なにか加えてる,waby mouth,",",,,,
表情,その他,口を開けて,open mouth,",",,,,
表情,その他,無表情,expressionless,",",,,,
表情,リラックス,うす目,empty eyes,",",,,,
表情,リラックス,まどろむ,sleeping,",",,,,
表情,リラックス,リラックス,relaxed,",",,,,
表情,リラックス,澄まし顔,clear face,",",,,,
表情,暗い表情,顔に大きく影がある表情,shaded face,",",,,,
表情,暗い表情,泣きそう,tear,",",,,,
表情,暗い表情,号泣,crying with eyes open,",",,,,
表情,暗い表情,悲しい顔,sad,",",,,,
表情,暗い表情,不幸な,unhappy,",",,,,
表情,顔文字,:,:,",",,,,
表情,顔文字,:<,:<,",",,,,
表情,顔文字,:3,:3,",",,,,
表情,顔文字,:C,:c,",",,,,
表情,顔文字,:D,:d,",",,,,
表情,顔文字,:I,:i,",",,,,
表情,顔文字,:o,:o,",",,,,
表情,顔文字,:p,:p,",",,,,
表情,顔文字,:q,:q,",",,,,
表情,顔文字,:X,:x,",",,,,
表情,困惑,"ビックリ,驚いた",surprised,",",,,,
表情,困惑,恐怖,fear face,",",,,,
表情,困惑,軽蔑,disdain,",",,,,
表情,困惑,慌てる,flustered,",",,,,
表情,真剣,真剣な表情,serious,",",,,,
表情,性的な表情,あざけった顔,scornful,",",,,,
表情,性的な表情,アヘ顔,ahegao,",",,,,
表情,性的な表情,すごく恥ずかしい表情,full-face blush,",",,,,
表情,性的な表情,メスガキスマイル,evil smile,",",,,,
表情,性的な表情,よだれが垂れてる,mouth drool,",",,,,
表情,性的な表情,艶笑,seductive smile,",",,,,
表情,性的な表情,性的な恥じらい,sexually suggestive,",",,,,
表情,性的な表情,"性的な表情,誘っている表情,いたずら顔",naughty face,",",,,,
表情,性的な表情,赤ら顔,blush,",",,,,
表情,性的な表情,恥ずかしい,embarrassed,",",,,,
表情,性的な表情,恥ずかしそうに怯える,trembling,",",,,,
表情,性的な表情,恥ずかしそうに警戒,scared,",",,,,
表情,不機嫌,しかめっ面,frown,",",,,,
表情,不機嫌,しかめっ面2,furrowed brow,",",,,,
表情,不機嫌,しかめっ面3,wince,",",,,,
表情,不機嫌,ニヤッ（悪）,smirk,",",,,,
表情,不機嫌,ふくれっ面,pout,",",,,,
表情,不機嫌,困り眉,troubled eyebrows,",",,,,
表情,不機嫌,挑発的な顔,smug,",",,,,
表情,不機嫌,怒った,angry,",",,,,
表情,不機嫌,怒りマーク,anger vein,",",,,,
表情,不機嫌,不穏,kubrick stare,",",,,,
表情,不機嫌,拗ねる,sulking,",",,,,
表情,不機嫌,睨み,glaring,",",,,,
表情,明るい,幸せな,happy,",",,,,
表情,明るい,笑い,laughing,",",,,,
表情,明るい,笑う,laugh,",",,,,
表情,明るい,笑顔,smile,",",,,,
表情,明るい,素敵な笑顔,"closed eyes,grin",",",,,,
表情,明るい,愉快な,cheerful,",",,,,
表情,明るい表情,デフォルメの頬染め,blush stickers,",",,,,
表情,明るい表情,喜ばしい,joyful,",",,,,
表情,明るい表情,指でスマイル,fingersmile,",",,,,
表情,明るい表情,"歯を見せて笑う,ニヤニヤ",grin,",",,,,
表情,明るい表情,笑いを押しこらえる,giggling,",",,,,
表情,明るい表情,無理やりさせられる笑顔,forced smile,",",,,,
品質,テキスト系,QRコード,qr code,",",,,,
品質,テキスト系,ui,ui,",",,,,
品質,テキスト系,アーティスト名,artist name,",",,,,
品質,テキスト系,サイン,signature,",",,,,
品質,テキスト系,テキストエラー,text error,",",,,,
品質,テキスト系,テキストフォントUI,text font ui,",",,,,
品質,テキスト系,バーコード,bar code,",",,,,
品質,テキスト系,ユーザー名,username,",",,,,
品質,テキスト系,悪い数字,bad digit,",",,,,
品質,テキスト系,液体桁,liquid digit,",",,,,
品質,テキスト系,桁がありません,missing digit,",",,,,
品質,テキスト系,複数桁,multiple digit,",",,,,
品質,テキスト系,文章,text,",",,,,
品質,テキスト系,融合桁,fused digit,",",,,,
品質,テキスト系,余分なdigt,extra digt,",",,,,
品質,高品質,粗いテクスチャ,rough texture,",",,,,
品質,高品質用,！高品質セミセット,"high quality,best,high resolution,best quality,award winning,highly detailed,hyper extreme detailed,masterpiece",",",,,,
品質,高品質用,！高品質フルセット,"official art,high quality,production art,novel illustration,best,high resolution,best quality,award winning,highly detailed,masterpiece,by famous artist,hyper extreme detailed",",",,,,
品質,高品質用,オフィシャルアート,official art,",",,,,
品質,高品質用,すごく非常に細かい,hyper extreme detailed,",",,,,
品質,高品質用,ハイクオリティ,high quality,",",,,,
品質,高品質用,ハイパーディテール,hyper detail,",",,,,
品質,高品質用,プロダクションアート,production art,",",,,,
品質,高品質用,ライトノベルの挿絵,novel illustration,",",,,,
品質,高品質用,高解像度,highres,",",,,,
品質,高品質用,高解像度イラスト,high resolution,",",,,,
品質,高品質用,高解像度イラストを参考,absurdres,",",,,,
品質,高品質用,最高品質,best quality,",",,,,
品質,高品質用,受賞レベル,award winning,",",,,,
品質,高品質用,超繊細,ultra detailed,",",,,,
品質,高品質用,非常に細かい,highly detailed,",",,,,
品質,高品質用,非常に繊細で美しい,an extremely delicate and beautiful,",",,,,
品質,高品質用,複雑なきめ細かい,intricate details,",",,,,
品質,高品質用,名作,masterpiece,",",,,,
品質,高品質用,明確な画像,distinct image,",",,,,
品質,高品質用,有名作家の作品,by famous artist,",",,,,
品質,繊細な身体,美しいきめ細かい膣,beautiful detailed small pussy,",",,,,
品質,繊細な頭部,美しいきめ細かい目,beautiful detailed eyes,",",,,,
品質,繊細な背景,美しいきめ細かい空,beautiful detailed sky,",",,,,
品質,低品質テンプレ,"!低品質テンプレ(低品質&指&テキスト系,余分なパーツ)","qr code,ui,artist name,text error,text font ui,bar code,bad digit,liquid digit,missing digit,multiple digit,fused digit,extra digt,extra digits,extra digit,gross,shit,bad,bad proportions,bad shadow,bad anatomy disfigured,bad shoes,bad gloves,bad animal ears,poorly drawn,anatomical nonsense,five fingers,ugly,simple background,lowers,polar lowres,standard quality,bad feet hand finger leg eye,five fingers,one hand with more than 5 fingers,abnormal fingers,too many fingers,lose finger,multiple finger,mutated hands and fingers,fused fingers,fusion finger,incorrect limb,arthropod limbs,malformed limbs,boken limb,missing limbs,multiple limbs,missing limb,extra limbs,extra penises,extra calf,extra shoes,extra feet,extra thighs,extra knee,extra mouth,extra ears,extra animal ears,extra eyes,extra breasts,extra digit,extra fingers,extra hands,extra limbs,extra legs,extra arms",",",,,,
品質,低品質テンプレ,!低品質テンプレ(低品質回避&指&テキスト系),"disfigured.bad anatomy disfigured,jpeg artifacts,error,gross,shit,bad,bad proportions,bad shadow,bad anatomy disfigured,bad shoes,bad gloves,bad animal ears,anatomical nonsense,watermark,five fingers,worst quality,bad anatomy,ugly,cropped,simple background,normal quality,lowers,lowres,low quality,polar lowres,standard quality,poorly drawn hands,boken limb,missing limbs,malformed limbs,incorrect limb,fusion hand,bad finglegs,abnormal fingers,missing fingers,fewer digits,too many fingers,extra digit,lose finger,extra fingers,one hand with more than 5 digit,one hand with less than 5 digit,one hand with more than 5 fingers,one hand with less than 5 fingers,3d character,qr code,ui,artist name,signature,text error,text font ui,bar code,username,bad digit,liquid digit,missing digit,fewer digits,multiple digit,text,fused digit,extra digt,extra digits,extra digit",",",,,,
品質,低品質脚部,2つ以上の靴,more than two shoes,",",,,,
品質,低品質脚部,2つ以上の太もも,more than 2 thighs,",",,,,
品質,低品質脚部,2本以上の脚,more than 2 legs,",",,,,
品質,低品質脚部,3本の脚,three legs,",",,,,
品質,低品質脚部,MissingLegs,missinglegs,",",,,,
品質,低品質脚部,ひざが悪い,bad knee,",",,,,
品質,低品質脚部,ふくらはぎがありません,missing calf,",",,,,
品質,低品質脚部,より多くの足,more legs,",",,,,
品質,低品質脚部,悪い脚,bad leg,",",,,,
品質,低品質脚部,悪い足,bad feet,",",,,,
品質,低品質脚部,悪い足2,bad legs,",",,,,
品質,低品質脚部,異常な脚,abnormal legs,",",,,,
品質,低品質脚部,液体太ももの隙間,liquid thigh gap,",",,,,
品質,低品質脚部,奇形の足,malformed feet,",",,,,
品質,低品質脚部,脚が消える,disappearing legs,",",,,,
品質,低品質脚部,巨大な太もも,huge calf,",",,,,
品質,低品質脚部,巨大な太もも2,huge thighs,",",,,,
品質,低品質脚部,靴が描かれていない,poorly drawn shoes,",",,,,
品質,低品質脚部,誤った手足,incorrect limb,",",,,,
品質,低品質脚部,節足動物の手足,arthropod limbs,",",,,,
品質,低品質脚部,足がありません,missing feet,",",,,,
品質,低品質脚部,足が足りない,missing legs,",",,,,
品質,低品質脚部,足が不十分な足,poorly drawn feet,",",,,,
品質,低品質脚部,足を失う,lose leg,",",,,,
品質,低品質脚部,太ももがありません,missing thighs,",",,,,
品質,低品質脚部,太ももが消えます,disappearing thigh,",",,,,
